-58.30618333	-62.37395278
-58.31013333	-62.37451944
-58.31396389	-62.37511944
-58.31778333	-62.37573611
-58.32160278	-62.37634722
-58.32538333	-62.37698889
-58.32907778	-62.37767778
-58.33274167	-62.37839722
-58.33640556	-62.37910833
-58.34008889	-62.37980278
-58.34365833	-62.380575
-58.34706111	-62.38145833
-58.35025278	-62.38248056
-58.35326667	-62.38360556
-58.35576944	-62.38504722
-58.35778056	-62.38681111
-58.359675	-62.38865833
-58.36155833	-62.39050278
-58.36345556	-62.39234722
-58.36544722	-62.39414444
-58.368475	-62.395275
-58.37166389	-62.39628611
-58.37435833	-62.3976
-58.37788333	-62.39844722
-58.38159722	-62.39910833
-58.38439167	-62.40036944
-58.38688889	-62.40184167
-58.39080278	-62.40238333
-58.39403611	-62.40336944
-58.39708611	-62.40448889
-58.39918056	-62.40615278
-58.40183333	-62.40756667
-58.40568611	-62.40815556
-58.40895278	-62.40911944
-58.41200556	-62.41023333
-58.41516667	-62.41126667
-58.41838056	-62.41226944
-58.42151389	-62.41333056
-58.42463611	-62.41439722
-58.42782778	-62.41541389
-58.43099444	-62.41642778
-58.434125	-62.41748611
-58.43718611	-62.41859167
-58.44029722	-62.41966111
-58.44343333	-62.42071389
-58.44661111	-62.42173889
-58.44971389	-62.42281111
-58.45285278	-62.42386944
-58.45598333	-62.424925
-58.45911389	-62.42597778
-58.46225	-62.42703611
-58.46541944	-62.42806944
-58.46853889	-62.42912778
-58.47166111	-62.43019167
-58.47479167	-62.43125
-58.477925	-62.43230278
-58.48107778	-62.43335278
-58.48421944	-62.4344
-58.48735833	-62.43544444
-58.49049444	-62.43650278
-58.49363333	-62.43755833
-58.49677222	-62.43859167
-58.49993056	-62.43963333
-58.50309444	-62.4407
-58.50622222	-62.44174444
-58.50935	-62.44280278
-58.51249444	-62.44385278
-58.51565556	-62.44489722
-58.51880833	-62.44595
-58.52193056	-62.44700278
-58.52507778	-62.44805
-58.52822222	-62.4491
-58.531375	-62.45014444
-58.53449167	-62.45120556
-58.53764444	-62.45224722
-58.54076667	-62.45330833
-58.54390556	-62.45435833
-58.54704722	-62.45541389
-58.55019444	-62.45646111
-58.55332778	-62.45751389
-58.55646111	-62.45857222
-58.55960833	-62.45961667
-58.56275556	-62.46066667
-58.56589167	-62.46172222
-58.56904722	-62.46276667
-58.57220833	-62.46380833
-58.57533889	-62.46486944
-58.57846667	-62.46593611
-58.58160833	-62.46699444
-58.58473333	-62.46804722
-58.58789444	-62.46907778
-58.59103611	-62.47013611
-58.59417222	-62.47118333
-58.59730833	-62.47224444
-58.60050278	-62.47326389
-58.60366667	-62.47430278
-58.60679444	-62.47535833
-58.60993889	-62.47641111
-58.61314722	-62.47742222
-58.61629167	-62.47846944
-58.61943611	-62.47951944
-58.62255278	-62.48058889
-58.62575	-62.48160833
-58.62889167	-62.48266667
-58.63203333	-62.48371389
-58.63518611	-62.48476111
