-58.39339167	-62.4925
-58.39650556	-62.49357222
-58.39963611	-62.49462778
-58.40280278	-62.49566389
-58.40595	-62.49671389
-58.40908611	-62.49777778
-58.41221667	-62.49883333
-58.41534444	-62.49989722
-58.41850556	-62.50094722
-58.42164444	-62.50200278
-58.42480278	-62.50305278
-58.42794722	-62.50410556
-58.43109444	-62.50515556
-58.43422222	-62.506225
-58.43736111	-62.50728056
-58.44051111	-62.50832778
-58.44365278	-62.50938056
-58.44680278	-62.51042778
-58.44996667	-62.511475
-58.45309444	-62.51253889
-58.45623333	-62.51359167
-58.45937222	-62.51465
-58.46250556	-62.51570833
-58.46564167	-62.51676389
-58.46879722	-62.51781667
-58.47195278	-62.51885833
-58.47511111	-62.5199
-58.47823611	-62.52096389
-58.48139167	-62.52201389
-58.48453889	-62.52306389
-58.48766667	-62.52412778
-58.49081389	-62.52518056
-58.49395833	-62.52623611
-58.49711389	-62.52728889
-58.500275	-62.52833056
-58.50343611	-62.529375
-58.50656667	-62.53044167
-58.50970278	-62.53149722
-58.512875	-62.53253056
-58.51601111	-62.53359444
-58.51913333	-62.53466111
-58.52223056	-62.53574444
-58.52541944	-62.53677222
-58.52865556	-62.53776944
-58.53178056	-62.53883611
-58.53491667	-62.53990278
-58.53812222	-62.54091667
-58.54126667	-62.54196944
-58.54440556	-62.54303889
