-58.60736667	-62.50264167
-58.60415278	-62.50162778
-58.600875	-62.50065556
-58.59769167	-62.49963333
-58.59450278	-62.49861667
-58.59138889	-62.49755833
-58.58831944	-62.49645833
-58.58510556	-62.49544444
-58.58199722	-62.49437222
-58.57881944	-62.49333611
-58.57566389	-62.49230278
-58.57259167	-62.49119722
-58.569375	-62.49020556
-58.56620833	-62.48915833
-58.56306389	-62.48810833
-58.55997778	-62.48702222
-58.55679167	-62.48599167
-58.55358056	-62.48498333
-58.55048333	-62.48389167
-58.54736111	-62.48283333
-58.54427778	-62.48174167
-58.54107778	-62.48072222
-58.53795833	-62.47965556
-58.53485	-62.47857778
-58.53159722	-62.4776
-58.528475	-62.47652778
-58.52531389	-62.47548611
-58.52210833	-62.47447778
-58.51904444	-62.47338056
-58.515875	-62.47234444
-58.51261667	-62.47136389
-58.50950278	-62.47030278
-58.50646111	-62.46918333
-58.50323889	-62.46818333
-58.50013056	-62.46710833
-58.49694167	-62.46609167
-58.49383333	-62.46501111
-58.49065833	-62.46398611
-58.48761389	-62.46286667
-58.48439444	-62.46188056
-58.48126667	-62.46080556
-58.47806944	-62.45978333
-58.47498889	-62.45870278
-58.47181111	-62.45766389
-58.468675	-62.45661944
-58.46556111	-62.45556111
-58.462425	-62.45448889
-58.45920833	-62.45349167
-58.45602778	-62.45246667
-58.45297222	-62.45135556
-58.44989444	-62.45026111
-58.44664722	-62.44927778
-58.44353611	-62.44820833
-58.44038611	-62.44716389
-58.43731389	-62.44606389
-58.43409722	-62.44505833
-58.43095833	-62.44401111
-58.42785	-62.44294167
-58.42465278	-62.44192778
-58.42158333	-62.44082778
-58.41842222	-62.4398
-58.4153	-62.438725
-58.41211111	-62.4377
-58.40900278	-62.43663333
-58.40584722	-62.43558889
-58.40276667	-62.43449722
-58.39955556	-62.43349444
-58.396425	-62.43243611
-58.39328611	-62.43138889
-58.390175	-62.43032222
-58.38704722	-62.42926111
-58.38391944	-62.4282
-58.38072222	-62.42719167
-58.37764722	-62.42609444
-58.37450278	-62.42505
-58.37133889	-62.42401944
-58.36818889	-62.42296667
-58.36505833	-62.42191389
-58.36194444	-62.42084722
-58.35883889	-62.41976944
-58.35562778	-62.41876667
-58.35250833	-62.41770556
-58.34943333	-62.41661389
-58.34627222	-62.41558056
-58.34311944	-62.41452222
-58.34000833	-62.41345556
-58.33696944	-62.41235
-58.33373889	-62.41135833
-58.33056389	-62.41033056
-58.32750556	-62.40923056
-58.324375	-62.40817778
-58.32119444	-62.40714722
-58.31810278	-62.40606667
-58.31488611	-62.40507222
-58.31178611	-62.40400278
-58.30874444	-62.40289167
-58.30552778	-62.40188611
-58.30235556	-62.40085278
-58.29921389	-62.39980556
-58.29610833	-62.39873611
-58.29297222	-62.39768333
-58.28983056	-62.39663889
-58.28672778	-62.39556667
-58.28363889	-62.39449444
-58.28051389	-62.393425
-58.27741944	-62.39235556
