-58.21453333	-62.43239444
-58.21763333	-62.43347778
-58.22088056	-62.43445833
-58.223175	-62.43600278
-58.22640833	-62.437
-58.22953889	-62.43808889
-58.23266111	-62.43916111
-58.23594722	-62.44011944
-58.23903889	-62.4412
-58.242175	-62.44225556
-58.24532222	-62.4433
-58.248425	-62.44438056
-58.25190278	-62.44516944
-58.25538889	-62.44605
-58.25848611	-62.44713056
-58.26160833	-62.44819444
-58.26475	-62.44924722
-58.26789167	-62.45029167
-58.27098056	-62.45137778
-58.27405	-62.45247222
-58.27720833	-62.45351667
-58.28032778	-62.45458333
-58.28350278	-62.45561111
-58.28663889	-62.45666667
-58.28980278	-62.45770833
-58.29292778	-62.45876667
-58.29603056	-62.45983889
-58.29920278	-62.46086667
-58.30235278	-62.46191667
-58.30545556	-62.46298333
-58.30860556	-62.46403611
-58.31175833	-62.46508056
-58.314875	-62.46615833
-58.31802222	-62.46721111
-58.32117222	-62.46825556
-58.32430556	-62.46931111
-58.32746667	-62.47035278
-58.330625	-62.47139444
-58.33375278	-62.47245833
-58.33689444	-62.47350833
-58.34003611	-62.47456389
-58.343175	-62.47561667
-58.34631389	-62.47667222
